,Variable,Climate,Hue,Season,max,75%,50%,25%,min,std,mean,count
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),"medium, [20-80] %",summer,1.3036833515409278,1.124779374454892,1.0390379973119375,1.0069780614378532,0.8839553913946666,0.10959562555434348,1.062842273280806,13.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),"low, < 20 %",summer,1.2025297584235872,1.142450902247788,1.108087044455242,1.0255374794520948,0.9543267574665384,0.07496387345478714,1.0927356969893134,22.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,"high, > 80 %",summer,1.342172213145212,1.1326933943621997,1.0945521842948374,1.0332614374678222,0.75030991335283,0.10968895255152519,1.0983722977618564,39.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,"medium, [20-80] %",summer,1.2470560625362566,1.1996697265453342,1.152283390554412,1.10489705456349,1.0575107185725676,0.13402879805906107,1.152283390554412,2.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,"low, < 20 %",summer,1.1428520969484228,1.113049247486538,1.0832463980246536,1.0161171828650661,0.9489879677054789,0.09929876305295766,1.0583621542261852,3.0
ETo bias ratio,ETo,Cfa: Humid subtropical,"medium, [20-80] %",summer,1.1528351068784155,1.1528351068784155,1.1528351068784155,1.1528351068784155,1.1528351068784155,,1.1528351068784155,1.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,"high, > 80 %",summer,1.5060241278119677,1.1904879910438768,1.1386808733203089,1.1043878691682214,0.9490691117453214,0.08471829761461652,1.1491134163061931,71.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,"medium, [20-80] %",summer,1.2971006122087938,1.2176004204144166,1.1627667646686703,1.0603320585481981,0.9054721912215696,0.1151750259486718,1.1325220449593951,16.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,"low, < 20 %",summer,1.4029880037243097,1.172145859484798,1.1353022055353263,1.0672514695183117,0.9511621241299886,0.09610725775591203,1.1271396709706762,24.0
ETo bias ratio,ETo,Dfa + Dfb: Hot- and warm-summer humid continental,"low, < 20 %",summer,0.9284406017276148,0.9284406017276148,0.9284406017276148,0.9284406017276148,0.9284406017276148,,0.9284406017276148,1.0
ETo bias ratio,ETo,Dfa + Dfb: Hot- and warm-summer humid continental,"high, > 80 %",summer,1.2102357686277396,1.1113458392099629,1.0607754985483104,1.0228657554990064,0.9218268593696044,0.07128807747272324,1.060419208713595,25.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),"high, > 80 %",summer,1.7693305815241485,1.2721450876909666,1.1107587352441186,0.9671578602644855,0.6993609719898943,0.20921086188280658,1.1297657622522772,167.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),"medium, [20-80] %",summer,1.6098103776184522,1.3364627531337434,1.24871556393468,0.9425498542785355,0.8170926166391743,0.2627391607279134,1.1778528410461735,12.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),"low, < 20 %",summer,1.684866056265529,1.362392222104984,1.154316729707674,1.0514722068762483,0.8705337262820431,0.2231658516728474,1.1860786084029176,21.0
u2 bias ratio,u2,BWh + BWk: Hot and cold desert,"high, > 80 %",summer,1.7002416329000947,1.2457330590680924,1.170568821238075,0.9400645896194003,0.48561458665319696,0.23040695244255158,1.1314753705841891,37.0
u2 bias ratio,u2,BWh + BWk: Hot and cold desert,"medium, [20-80] %",summer,1.5883600023345716,1.4489149644344517,1.3094699265343317,1.1700248886342117,1.0305798507340918,0.39441012760795985,1.3094699265343317,2.0
u2 bias ratio,u2,BWh + BWk: Hot and cold desert,"low, < 20 %",summer,1.2937796667558925,1.2751479177630818,1.256516168770271,1.0743387602825787,0.8921613517948864,0.22190098086286458,1.1474857291070166,3.0
u2 bias ratio,u2,Cfa: Humid subtropical,"high, > 80 %",summer,1.309782008566349,1.309782008566349,1.309782008566349,1.309782008566349,1.309782008566349,,1.309782008566349,1.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,"high, > 80 %",summer,2.758116361420964,1.3837001071413444,1.2431367306833891,1.0589133693557875,0.6929646031352358,0.35365947964419886,1.2603698396586782,71.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,"medium, [20-80] %",summer,2.0252307786926473,1.5009780344578154,1.2131309270250032,1.096805538946738,0.7138895372076721,0.3869771417392426,1.302247691774089,16.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,"low, < 20 %",summer,2.1774503541809174,1.5621799187987657,1.207703529134594,1.0831606202241155,0.8605865799092582,0.3593084324856721,1.311287176081225,24.0
u2 bias ratio,u2,Dfa + Dfb: Hot- and warm-summer humid continental,"low, < 20 %",summer,1.2888948925612986,1.1536277890733504,1.0183606855854022,0.8830935820974539,0.7478264786095057,0.3825931445911628,1.0183606855854022,2.0
u2 bias ratio,u2,Dfa + Dfb: Hot- and warm-summer humid continental,"high, > 80 %",summer,2.169369266537357,1.6354348683455422,1.3480377619014188,1.084570984354176,0.6708106310919403,0.34596757889081503,1.3812856027973632,32.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),"high, > 80 %",summer,1.0962443483136326,1.040959157811972,1.021028560813999,0.984571817060242,0.9002635289212927,0.04033488719675945,1.011966304778365,166.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),"medium, [20-80] %",summer,1.2843875583201056,1.0326133016125818,1.0052625454041404,0.9812943223046483,0.8939731597932611,0.0987703370711455,1.024103276516052,13.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),"low, < 20 %",summer,1.1947242787054373,1.0622736388488476,1.0358469311670453,1.0218787155573965,0.9882723469825633,0.05532512901325085,1.0540363621624749,21.0
srad bias ratio,srad,BWh + BWk: Hot and cold desert,"high, > 80 %",summer,1.0865442289883618,1.037756309009645,1.0147246429104326,0.9867008074355247,0.9498132669966525,0.03396045846935101,1.0149147333056086,37.0
srad bias ratio,srad,BWh + BWk: Hot and cold desert,"medium, [20-80] %",summer,1.045292991669131,1.028232596786232,1.0111722019033333,0.9941118070204344,0.9770514121375355,0.04825408364567219,1.0111722019033333,2.0
srad bias ratio,srad,BWh + BWk: Hot and cold desert,"low, < 20 %",summer,1.0351297800534816,1.0254047883066528,1.0156797965598243,0.983083939088905,0.9504880816179858,0.04433297995286517,1.0004325527437639,3.0
srad bias ratio,srad,Cfa: Humid subtropical,"high, > 80 %",summer,1.016727145172752,1.016727145172752,1.016727145172752,1.016727145172752,1.016727145172752,,1.016727145172752,1.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,"high, > 80 %",summer,1.261974984743164,1.088829832528735,1.0674717077138467,1.0519811019175085,0.9457347160971056,0.046634676419477224,1.0712422939388166,71.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,"medium, [20-80] %",summer,1.1527148559888374,1.0875948067648586,1.0623396755079082,1.035537596502098,0.9604755060665002,0.042477929041070624,1.061351624315528,16.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,"low, < 20 %",summer,1.3324318366013257,1.0822804255714806,1.060480783049294,1.0418469313052472,0.9832102475693711,0.06659303002135623,1.072348454260771,24.0
srad bias ratio,srad,Dfa + Dfb: Hot- and warm-summer humid continental,"low, < 20 %",summer,1.0859987003962153,1.0432299008810666,1.0004611013659181,0.9576923018507695,0.9149235023356209,0.12096843264147797,1.0004611013659181,2.0
srad bias ratio,srad,Dfa + Dfb: Hot- and warm-summer humid continental,"high, > 80 %",summer,1.0411258982835552,0.9989309279926161,0.9732850245864553,0.9549153829612952,0.9011726052532519,0.03359005844607895,0.9740099970983165,32.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),"high, > 80 %",summer,1.2329463591040384,0.9714451206345798,0.9221857845920782,0.8675699882308666,0.6837704178462218,0.08366488442597769,0.9210241927616315,165.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),"medium, [20-80] %",summer,1.0553232286091982,1.0021342523321315,0.9585123495727972,0.9248707614268976,0.8462150528235234,0.06040846837669144,0.9578838150323012,13.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),"low, < 20 %",summer,1.1281916099239782,1.0044483663287156,0.9593036042159756,0.925091285440919,0.8524271655222739,0.07644273481923695,0.9727859248640253,21.0
ea bias ratio,ea,BWh + BWk: Hot and cold desert,"high, > 80 %",summer,0.9988529402570264,0.9300410709020037,0.8524672891273127,0.8013897129813047,0.39155271057863256,0.13048856811371928,0.8393712867319909,37.0
ea bias ratio,ea,BWh + BWk: Hot and cold desert,"medium, [20-80] %",summer,0.9113004514793859,0.8496726757407593,0.7880449000021328,0.7264171242635062,0.6647893485248797,0.1743096725369065,0.7880449000021328,2.0
ea bias ratio,ea,BWh + BWk: Hot and cold desert,"low, < 20 %",summer,1.1722709345081301,1.046111275764767,0.9199516170214039,0.8732587168877997,0.8265658167541954,0.17883790337890537,0.9729294560945765,3.0
ea bias ratio,ea,Cfa: Humid subtropical,"high, > 80 %",summer,0.9342864592430267,0.9342864592430267,0.9342864592430267,0.9342864592430267,0.9342864592430267,,0.9342864592430267,1.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,"high, > 80 %",summer,1.1730879257167315,0.9761389386977892,0.9371788651186049,0.8637696237632051,0.7033199791999587,0.08352080293017702,0.9233752986520704,71.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,"medium, [20-80] %",summer,1.151431527090795,1.0003276507809284,0.9722025282314973,0.9608119183738685,0.8426304678100411,0.07693102059979978,0.9841067631065709,16.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,"low, < 20 %",summer,1.0278979204854146,0.994608731162685,0.9414265884060842,0.9214849796885936,0.7859890170029066,0.06677608263460448,0.9392032584348372,24.0
ea bias ratio,ea,Dfa + Dfb: Hot- and warm-summer humid continental,"low, < 20 %",summer,1.0928945456741417,1.0358214108588697,0.9787482760435978,0.921675141228326,0.864602006413054,0.16142720260581128,0.9787482760435978,2.0
ea bias ratio,ea,Dfa + Dfb: Hot- and warm-summer humid continental,"high, > 80 %",summer,1.0782927035787644,0.9800055584538774,0.9340383985740082,0.8637998464841459,0.7377597514215902,0.08425695332516138,0.9189821290021782,32.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),"high, > 80 %",summer,4.390068746,1.3952068965,0.710153999,0.1547975035,-1.072134489,0.9584292670449062,0.8458659096227547,167.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),"medium, [20-80] %",summer,2.545751253,0.8950393675,0.4792614005,0.04095174325,-0.085658863,0.933395315733459,0.7463202535833333,12.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),"low, < 20 %",summer,4.253794222,0.701833795,0.442693847,-0.419109733,-2.08971365,1.282722895261995,0.3225214923809524,21.0
tmin bias (°C),tmin,BWh + BWk: Hot and cold desert,"high, > 80 %",summer,5.1557747,3.086707344,2.004580694,1.010195981,-0.603961332,1.3724621708299087,2.1859694013783786,37.0
tmin bias (°C),tmin,BWh + BWk: Hot and cold desert,"medium, [20-80] %",summer,2.144419771,1.90262626675,1.6608327625000001,1.41903925825,1.177245754,0.6838953060081331,1.6608327625000001,2.0
tmin bias (°C),tmin,BWh + BWk: Hot and cold desert,"low, < 20 %",summer,1.695091818,1.5769567835,1.458821749,-0.25959700600000013,-1.978015761,2.0558613321653247,0.39196593533333335,3.0
tmin bias (°C),tmin,Cfa: Humid subtropical,"high, > 80 %",summer,0.992390825,0.992390825,0.992390825,0.992390825,0.992390825,,0.992390825,1.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,"high, > 80 %",summer,3.207328008,1.3378337660000001,0.617639424,0.1895492545,-1.172675869,0.8649107084917155,0.7384877607323944,71.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,"medium, [20-80] %",summer,2.053106274,0.98326699275,0.697363379,-0.606002048,-1.505562047,1.0237619318097497,0.33302672581250004,16.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,"low, < 20 %",summer,5.4916173,0.71739405825,0.23436035849999998,-0.10533010749999999,-1.456410067,1.404891985913815,0.5709674549583333,24.0
tmin bias (°C),tmin,Dfa + Dfb: Hot- and warm-summer humid continental,"low, < 20 %",summer,2.935959179,1.87065400825,0.8053488375,-0.2599563332499999,-1.325261504,3.013138041081672,0.8053488375000001,2.0
tmin bias (°C),tmin,Dfa + Dfb: Hot- and warm-summer humid continental,"high, > 80 %",summer,3.081517944,1.5763252157499998,0.6352698395,-0.2084185985,-1.299197692,1.225379537933076,0.78205535165625,32.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),"high, > 80 %",summer,3.819209312,0.856094223,0.264420726,-0.196497956,-1.556268839,0.7916136735550201,0.36554115727544906,167.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),"medium, [20-80] %",summer,2.763192648,1.1649837115,0.266995408,-0.21848551075,-1.548020025,1.2443993469023995,0.4205204895833334,12.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),"low, < 20 %",summer,2.696871613,0.870736848,0.571387999,-0.13437498,-1.401986391,1.0503084797122983,0.33185835476190456,21.0
tmax bias (°C),tmax,BWh + BWk: Hot and cold desert,"high, > 80 %",summer,3.392478497,1.619247441,0.734419535,0.317311105,-0.660725061,1.0334620202367235,1.0345289175675676,37.0
tmax bias (°C),tmax,BWh + BWk: Hot and cold desert,"medium, [20-80] %",summer,1.6751589,1.3822410045,1.089323109,0.7964052135,0.503487318,0.82849692095577,1.089323109,2.0
tmax bias (°C),tmax,BWh + BWk: Hot and cold desert,"low, < 20 %",summer,1.189148283,0.8854808375000001,0.581813392,0.028547785000000103,-0.524717822,0.8689652873053644,0.4154146176666667,3.0
tmax bias (°C),tmax,Cfa: Humid subtropical,"high, > 80 %",summer,-0.978897759,-0.978897759,-0.978897759,-0.978897759,-0.978897759,,-0.978897759,1.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,"high, > 80 %",summer,3.023851629,1.431334884,0.918070618,0.052074215,-1.046319954,0.9128193466624447,0.8650010448450703,71.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,"medium, [20-80] %",summer,3.270130992,1.86249036725,0.6041594365,-0.202482092,-1.511105344,1.4309159348187672,0.7500111558125,16.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,"low, < 20 %",summer,2.573463267,1.49032284225,0.5521172704999999,-0.2864341135,-1.327130311,1.1313176937431118,0.568910440625,24.0
tmax bias (°C),tmax,Dfa + Dfb: Hot- and warm-summer humid continental,"low, < 20 %",summer,0.265966643,0.048649279749999996,-0.1686680835,-0.38598544674999996,-0.60330281,0.6146663248946209,-0.16866808349999998,2.0
tmax bias (°C),tmax,Dfa + Dfb: Hot- and warm-summer humid continental,"high, > 80 %",summer,1.267490864,0.23160371875000002,-0.031083416500000002,-0.53901052625,-1.901749316,0.5880698989252541,-0.142870997875,32.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,1.392821983019466,1.1559618504034281,1.0881572523627865,1.0267426810061093,0.8625189937758468,0.10142541405516979,1.0832747121586075,83.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.2890194565619963,1.1819063138335903,1.1297812107091416,1.055948498035566,0.9944332887397489,0.07734783168130883,1.1229307237825303,33.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.2924038125074109,1.2050013746029933,1.1175989366985757,1.0798636185805668,1.0421283004625577,0.12838119895434139,1.1507103498895148,3.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.1813148636765132,1.0767481135783148,1.014892429084291,0.9583695432583168,0.898924111649728,0.0814345325370513,1.0266183499783486,15.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,1.4155776080878415,1.1822558910407936,1.1011810444842118,1.0252760215654362,0.8955572480140305,0.1139463648194335,1.1061557758591614,69.0
ETr bias ratio,ETr,BWh + BWk: Hot and cold desert,Alfalfa,summer,1.3983491308677238,1.2666088867125693,1.1547201625741943,1.1045614041532523,0.9491743569452188,0.12728515605010982,1.1704694034437317,17.0
ETr bias ratio,ETr,BWh + BWk: Hot and cold desert,Corn,summer,0.9447433944793924,0.9447433944793924,0.9447433944793924,0.9447433944793924,0.9447433944793924,,0.9447433944793924,1.0
ETr bias ratio,ETr,BWh + BWk: Hot and cold desert,Cotton,summer,1.4708305745957027,1.3113631264570218,1.1518956783183412,1.1179464423171748,1.0839972063160086,0.20654689757143788,1.2355744864100175,3.0
ETr bias ratio,ETr,BWh + BWk: Hot and cold desert,Wheat,summer,1.0913834302964245,1.059630157733796,1.0278768851711675,0.9961236126085391,0.9643703400459107,0.08981181741559725,1.0278768851711675,2.0
ETr bias ratio,ETr,BWh + BWk: Hot and cold desert,Other,summer,1.3605782093161425,1.1913719320753944,1.1194944199942554,1.0352873712006234,0.696773839413081,0.14911147636093072,1.113812554789021,21.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Other,summer,1.207725253813603,1.207725253813603,1.207725253813603,1.207725253813603,1.207725253813603,,1.207725253813603,1.0
ETr bias ratio,ETr,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,1.4101158823234032,1.2203449894218465,1.1687571137875632,1.0918401884696893,0.8804697612913537,0.11513369280014914,1.1617334834972317,45.0
ETr bias ratio,ETr,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,1.3113504302782795,1.250808636204003,1.1390085390701512,1.044885248309866,1.037373873356289,0.13610011026163887,1.1566853454437178,4.0
ETr bias ratio,ETr,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,1.2846666733971173,1.2846666733971173,1.2846666733971173,1.2846666733971173,1.2846666733971173,,1.2846666733971173,1.0
ETr bias ratio,ETr,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,1.1236507761699575,1.0828485832395862,1.042046390309215,0.9802829418082463,0.9185194933072776,0.10327714597425462,1.0280722199288166,3.0
ETr bias ratio,ETr,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,1.707384779347523,1.2792037492322024,1.2071657927074522,1.1539734350394075,0.912122323183832,0.1243054818833069,1.2132299554292023,58.0
ETr bias ratio,ETr,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,1.2420684131604685,1.164736018684398,1.064945565661979,1.0086307001229162,0.8781096381654613,0.10587851200454151,1.0751403755112547,15.0
ETr bias ratio,ETr,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,1.310254889046979,1.172132731083264,1.117074063472275,1.0953418357549396,0.9061675576915901,0.11842163073839558,1.114954449071394,11.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,1.280360680036312,1.1099204158016642,1.060470740467945,1.0125538778247822,0.8839553913946666,0.07556871095062269,1.0576129227998852,83.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.1996130775611284,1.1319739409634086,1.0892619897006492,1.0412187675141966,0.9944006231497391,0.05199484203570679,1.0888426480862121,33.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.2211678320697696,1.1650651841953286,1.1089625363208877,1.0780801212223676,1.0471977061238475,0.08819535831040397,1.1257760248381683,3.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.1217452550083908,1.0575698587367544,1.0199255836471255,0.9742501543354158,0.9219124166842162,0.06150564773899646,1.0244501100695622,15.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,1.3036833515409278,1.1279259688141567,1.0707860589204614,1.0121106567811577,0.9317822127713615,0.08559839544489142,1.079871356066602,69.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,Alfalfa,summer,1.2906184664463014,1.197583692268068,1.1097514399094133,1.0751109216227024,0.9546083064128524,0.09474054606495078,1.124127448957774,17.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,Corn,summer,0.9604422594700895,0.9604422594700895,0.9604422594700895,0.9604422594700895,0.9604422594700895,,0.9604422594700895,1.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,Cotton,summer,1.342172213145212,1.224090572337905,1.1060089315305976,1.0838085770244474,1.0616082225182972,0.15080930087380676,1.1699297890647022,3.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,Wheat,summer,1.0743720084552324,1.0469381518310124,1.0195042952067923,0.9920704385825722,0.9646365819583521,0.077594664212342,1.0195042952067923,2.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,Other,summer,1.2470560625362566,1.133364410994201,1.0832463980246536,1.024802516892352,0.75030991335283,0.11085889802282418,1.0807983812923734,21.0
ETo bias ratio,ETo,Cfa: Humid subtropical,Other,summer,1.1528351068784155,1.1528351068784155,1.1528351068784155,1.1528351068784155,1.1528351068784155,,1.1528351068784155,1.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,1.3637717384063226,1.1701118833225488,1.1308501372343984,1.0743833710519677,0.9054721912215696,0.08618135761936413,1.1248095908012452,45.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,1.2163540027741193,1.1862123410751704,1.1128319140192597,1.0491004722145107,1.0479057662690472,0.08676021735190637,1.1224808992704214,4.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,1.222451264518006,1.222451264518006,1.222451264518006,1.222451264518006,1.222451264518006,,1.222451264518006,1.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,1.0849398544134843,1.0556841694145858,1.0264284844156875,0.988795304272838,0.9511621241299886,0.06706351035831562,1.0208434876530534,3.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,1.5060241278119677,1.2066069731683668,1.160016505784581,1.10941385909046,0.9533692572557518,0.09161106065517473,1.1615072494788168,58.0
ETo bias ratio,ETo,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,1.1600610409213077,1.1121744990649978,1.0411337087808106,1.002631133133772,0.9284406017276148,0.06864803711690748,1.046862772043912,15.0
ETo bias ratio,ETo,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,1.2102357686277396,1.107915174299047,1.0758144573624586,1.0487818128263302,0.9218268593696044,0.08377987883927933,1.0669072035371643,11.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,1.7693305815241485,1.2982166428960125,1.132401654291579,0.9773845269653693,0.6993609719898943,0.23077952050669506,1.1522353131961292,82.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.3974263858173708,1.2180438091453831,1.1183833641422973,1.0065393208954088,0.8312189623514824,0.14963644495249193,1.121508561137976,33.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.3695582325847722,1.15027727012857,0.9309963076723677,0.9264799395856369,0.9219635714989061,0.2558512370298491,1.0741727039186821,3.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.3677586383405804,1.0768108863172847,0.9668127504619068,0.8850666732811703,0.8550736521965687,0.15347990858463276,1.009433901077774,15.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,1.7162076756478704,1.285377274674941,1.154316729707674,0.993757963962514,0.7842122650299492,0.22307705840421063,1.162024811008764,67.0
u2 bias ratio,u2,BWh + BWk: Hot and cold desert,Alfalfa,summer,1.4174623729900027,1.244364617761179,1.2146994108846334,0.9800563323145159,0.795699089192773,0.19549557003797857,1.1429381662788767,15.0
u2 bias ratio,u2,BWh + BWk: Hot and cold desert,Cotton,summer,1.7002416329000947,1.443295207139415,1.1863487813787355,1.1682741075455783,1.150199433712421,0.30766298094632333,1.3455966159970838,3.0
u2 bias ratio,u2,BWh + BWk: Hot and cold desert,Wheat,summer,1.0537576199031227,1.0238959637055598,0.9940343075079972,0.9641726513104343,0.9343109951128715,0.08446151837903176,0.9940343075079972,2.0
u2 bias ratio,u2,BWh + BWk: Hot and cold desert,Other,summer,1.5883600023345716,1.3218669944625066,1.1238921926665824,0.9548076770595113,0.48561458665319696,0.25068321092892587,1.1253206724915599,22.0
u2 bias ratio,u2,Cfa: Humid subtropical,Alfalfa,summer,1.309782008566349,1.309782008566349,1.309782008566349,1.309782008566349,1.309782008566349,,1.309782008566349,1.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,2.1774503541809174,1.4081493919884105,1.2431367306833891,1.078917836821482,0.6929646031352358,0.32431292495889935,1.2718884035319131,45.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,1.7789562153013923,1.337377950722861,1.0693730887685011,0.9055132640326591,0.7763701111096805,0.43786045482913744,1.1735181259870189,4.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,1.1351936296992953,1.1351936296992953,1.1351936296992953,1.1351936296992953,1.1351936296992953,,1.1351936296992953,1.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,1.4048581949132992,1.2707359812552967,1.1366137675972945,1.0197192109560045,0.9028246543147145,0.2512137529945024,1.1480988722751027,3.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,2.758116361420964,1.3944538195256597,1.255086513699751,1.0866212297427993,0.7138895372076721,0.3875272496865463,1.2980098793222798,58.0
u2 bias ratio,u2,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,2.169369266537357,1.6157994496143298,1.2888948925612986,1.039338676630689,0.7478264786095057,0.3748148573404437,1.3417830518420892,19.0
u2 bias ratio,u2,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,1.8333197056568546,1.5974693893284346,1.4635297711043096,1.2366788060086666,0.6708106310919403,0.33400883242538254,1.3829321783791155,15.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,1.1565927270506953,1.0282180104119099,1.007789587338141,0.9598118558880082,0.8939731597932611,0.04735289381340794,0.9993051773105649,82.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.0751143267436587,1.045330171072976,1.033274520794194,1.0290915887366736,0.9281920638780293,0.03062191562766311,1.0305138156209401,33.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.0674814026325607,1.0645361456471798,1.0615908886617988,1.0603131274621993,1.0590353662626,0.0043313658341460936,1.0627025525189866,3.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.0657282028944606,1.0557779505535156,1.0293665173868363,1.0127105748842042,0.9677647144799746,0.03279417262852548,1.026870888268165,15.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,1.2843875583201056,1.0460562599915235,1.0227195156321829,0.9965215351269499,0.941465514235426,0.05583282666915054,1.028259124728245,67.0
